ID	parent ID	DE	DE neu	DE merge	EN	EN neu	EN merge	Abfragen	sort	kiel extract	kiel+	kiel overwrite	kiel result	goe extract	goe+	goe overwrite	goe merge	goe result
301	30X	Soziologie, Anthropologie, Länderanalysen		Soziologie, Anthropologie, Länderanalysen	Sociology, Anthropology, Analyses of states		Sociology, Anthropology, Analyses of states	{"goe":{"fi":" lsg='7 le?' or lsg='7 qua 100' or lsg='7 qm 190' or lsg='7 qm 140' or lsg='7 qm 145' or lsg='7 qe?' or lsg='7 wz 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 le 050' or lsg='7 dk 000'"},"kiel":["ska 802*"]}	301	["ska 802*"]	["ska 802*"]		["ska 802*"]	{"fi":" lsg='7 le?' or lsg='7 qua 100' or lsg='7 qm 190' or lsg='7 qm 140' or lsg='7 qm 145' or lsg='7 qe?' or lsg='7 wz 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 le 050' or lsg='7 dk 000'"}	{"fi":" lsg='7 le?' or lsg='7 qua 100' or lsg='7 qm 190' or lsg='7 qm 140' or lsg='7 qm 145' or lsg='7 qe?' or lsg='7 wz 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 le 050' or lsg='7 dk 000'"}		{"fi":" lsg='7 le?' or lsg='7 qua 100' or lsg='7 qm 190' or lsg='7 qm 140' or lsg='7 qm 145' or lsg='7 qe?' or lsg='7 wz 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 le 050' or lsg='7 dk 000'"}	{"fi":" lsg='7 le?' or lsg='7 qua 100' or lsg='7 qm 190' or lsg='7 qm 140' or lsg='7 qm 145' or lsg='7 qe?' or lsg='7 wz 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 le 050' or lsg='7 dk 000'"}
302	30X	Soziale Interaktion		Soziale Interaktion	Social interaction		Social interaction	{"goe":{"fi":" lsg='7 lec 120' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"},"kiel":["ska 805*","ska 935*"]}	302	["ska 805*","ska 935*"]	["ska 805*","ska 935*"]		["ska 805*","ska 935*"]	{"fi":" lsg='7 lec 120' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 lec 120' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}		{"fi":" lsg='7 lec 120' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 lec 120' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}
303	30X	Gesellschaftliche Prozesse		Gesellschaftliche Prozesse	Social processes		Social processes	{"goe":{"fi":" lsg='7 lem 67?-lem 71?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"},"kiel":["ska 200*","ska 326*","ska 464*","ska 628*","ska 862*","soz 475.5"]}	303	["ska 200*","ska 326*","ska 464*","ska 628*","ska 862*","soz 475.5"]	["ska 200*","ska 326*","ska 464*","ska 628*","ska 862*","soz 475.5"]		["ska 200*","ska 326*","ska 464*","ska 628*","ska 862*","soz 475.5"]	{"fi":" lsg='7 lem 67?-lem 71?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 lem 67?-lem 71?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}		{"fi":" lsg='7 lem 67?-lem 71?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 lem 67?-lem 71?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}
304	30X	Das Sozialverhalten beeinflussende Faktoren		Das Sozialverhalten beeinflussende Faktoren	Factors effecting social behaviour		Factors effecting social behaviour		304		["ska 932*","ska 180.100","ska 310.100","ska 441.100","ska 577*","ska 578","ska 577*","ska 578","ska 834*","ska 835*","soz 610*","ska 180.200","ska 441.200","ska 578k","ska 579*","ska 580*","ska 581*","ska 584*","ska 578k","ska 579*","ska 580*","ska 581*","ska 584*","ska 836*","ska 837*","ska 839*"]		["ska 932*","ska 180.100","ska 310.100","ska 441.100","ska 577*","ska 578","ska 577*","ska 578","ska 834*","ska 835*","soz 610*","ska 180.200","ska 441.200","ska 578k","ska 579*","ska 580*","ska 581*","ska 584*","ska 578k","ska 579*","ska 580*","ska 581*","ska 584*","ska 836*","ska 837*","ska 839*"]		{"fi":" lsg='7 lei 430' or lsg='7 fch?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 lei 430' or lsg='7 fch?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":"lsg='7 {"fi":" lsg='7 lei 430' or lsg='7 fch?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}'"}	{"fi":" lsg='7 lei 430' or lsg='7 fch?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}
304.1	304	Allgemeines, Umwelt, Soziobiologie		Allgemeines, Umwelt, Soziobiologie	General works, Environment, Sociobiology		General works, Environment, Sociobiology	{"goe":{"fi":" lsg='7 wxo 000' or lsg='7 wq?'"},"kiel":["ska 932*"]}	304.1	["ska 932*"]	["ska 932*"]		["ska 932*"]	{"fi":" lsg='7 wxo 000' or lsg='7 wq?'"}	{"fi":" lsg='7 wxo 000' or lsg='7 wq?'"}		{"fi":" lsg='7 wxo 000' or lsg='7 wq?'"}	{"fi":" lsg='7 wxo 000' or lsg='7 wq?'"}
304.6X	304	Bevölkerung, Demographie		Bevölkerung, Demographie	Population, Demography		Population, Demography	{"goe":{"fi":" lsg='7 ld?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}}	304.6-		["ska 180.100","ska 310.100","ska 441.100","ska 577*","ska 578","ska 577*","ska 578","ska 834*","ska 835*","soz 610*"]		["ska 180.100","ska 310.100","ska 441.100","ska 577*","ska 578","ska 577*","ska 578","ska 834*","ska 835*","soz 610*"]	{"fi":" lsg='7 ld?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 ld?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}		{"fi":" lsg='7 ld?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 ld?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}
304.61	304.6X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"goe":{"fi":" lsg='7 pnn 300 '"},"kiel":["ska 180.100"]}	304.61	["ska 180.100"]	["ska 180.100"]		["ska 180.100"]	{"fi":" lsg='7 pnn 300 '"}	{"fi":" lsg='7 pnn 300 '"}		{"fi":" lsg='7 pnn 300 '"}	{"fi":" lsg='7 pnn 300 '"}
304.62	304.6X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"goe":{"fi":" lsg='7 pno 300'"},"kiel":["ska 310.100"]}	304.62	["ska 310.100"]	["ska 310.100"]		["ska 310.100"]	{"fi":" lsg='7 pno 300'"}	{"fi":" lsg='7 pno 300'"}		{"fi":" lsg='7 pno 300'"}	{"fi":" lsg='7 pno 300'"}
304.63	304.6X	Frühe Neuzeit		Frühe Neuzeit	Modern history		Modern history	{"goe":{"fi":" lsg='7 pnp 300'"},"kiel":["ska 441.100"]}	304.63	["ska 441.100"]	["ska 441.100"]		["ska 441.100"]	{"fi":" lsg='7 pnp 300'"}	{"fi":" lsg='7 pnp 300'"}		{"fi":" lsg='7 pnp 300'"}	{"fi":" lsg='7 pnp 300'"}
304.64	304.6X	19. Jahrhundert		19. Jahrhundert	19th century		19th century	{"goe":{"fi":" lsg='7 pnq 300'"},"kiel":["ska 577*","ska 578"]}	304.64	["ska 577*","ska 578"]	["ska 577*","ska 578"]		["ska 577*","ska 578"]	{"fi":" lsg='7 pnq 300'"}	{"fi":" lsg='7 pnq 300'"}		{"fi":" lsg='7 pnq 300'"}	{"fi":" lsg='7 pnq 300'"}
304.65	304.6X	20. Jahrhundert		20. Jahrhundert	20th century		20th century	{"goe":{"fi":" lsg='7 pnr 300'"},"kiel":["ska 577*","ska 578","ska 834*","ska 835*","soz 610*"]}	304.65	["ska 577*","ska 578","ska 834*","ska 835*","soz 610*"]	["ska 577*","ska 578","ska 834*","ska 835*","soz 610*"]		["ska 577*","ska 578","ska 834*","ska 835*","soz 610*"]	{"fi":" lsg='7 pnr 300'"}	{"fi":" lsg='7 pnr 300'"}		{"fi":" lsg='7 pnr 300'"}	{"fi":" lsg='7 pnr 300'"}
304.8X	304	Migration		Migration	Migration		Migration	{"goe":{"fi":" lsg='7 ldf?' or lsg='7 ldi?' or lsg='7 qub 500' or lsg='7 nqd 370' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}}	304.8-		["ska 180.200","ska 441.200","ska 578k","ska 579*","ska 580*","ska 581*","ska 584*","ska 578k","ska 579*","ska 580*","ska 581*","ska 584*","ska 836*","ska 837*","ska 839*"]		["ska 180.200","ska 441.200","ska 578k","ska 579*","ska 580*","ska 581*","ska 584*","ska 578k","ska 579*","ska 580*","ska 581*","ska 584*","ska 836*","ska 837*","ska 839*"]	{"fi":" lsg='7 ldf?' or lsg='7 ldi?' or lsg='7 qub 500' or lsg='7 nqd 370' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 ldf?' or lsg='7 ldi?' or lsg='7 qub 500' or lsg='7 nqd 370' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}		{"fi":" lsg='7 ldf?' or lsg='7 ldi?' or lsg='7 qub 500' or lsg='7 nqd 370' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 ldf?' or lsg='7 ldi?' or lsg='7 qub 500' or lsg='7 nqd 370' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}
304.81	304.8X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"goe":{"fi":" lsg='7 pnn 300'"},"kiel":["ska 180.200"]}	304.81	["ska 180.200"]	["ska 180.200"]		["ska 180.200"]	{"fi":" lsg='7 pnn 300'"}	{"fi":" lsg='7 pnn 300'"}		{"fi":" lsg='7 pnn 300'"}	{"fi":" lsg='7 pnn 300'"}
304.82	304.8X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"goe":{"fi":" lsg='7 pno 300'"}}	304.82			[]		{"fi":" lsg='7 pno 300'"}	{"fi":" lsg='7 pno 300'"}		{"fi":" lsg='7 pno 300'"}	{"fi":" lsg='7 pno 300'"}
304.83	304.8X	Frühe Neuzeit		Frühe Neuzeit	Modern History		Modern History	{"goe":{"fi":" lsg='7 pnp 300'"},"kiel":["ska 441.200"]}	304.83	["ska 441.200"]	["ska 441.200"]		["ska 441.200"]	{"fi":" lsg='7 pnp 300'"}	{"fi":" lsg='7 pnp 300'"}		{"fi":" lsg='7 pnp 300'"}	{"fi":" lsg='7 pnp 300'"}
304.84	304.8X	19. Jahrhundert		19. Jahrhundert	19th century		19th century	{"goe":{"fi":" lsg='7 pnq 300'"},"kiel":["ska 578k","ska 579*","ska 580*","ska 581*","ska 584*"]}	304.84	["ska 578k","ska 579*","ska 580*","ska 581*","ska 584*"]	["ska 578k","ska 579*","ska 580*","ska 581*","ska 584*"]		["ska 578k","ska 579*","ska 580*","ska 581*","ska 584*"]	{"fi":" lsg='7 pnq 300'"}	{"fi":" lsg='7 pnq 300'"}		{"fi":" lsg='7 pnq 300'"}	{"fi":" lsg='7 pnq 300'"}
304.85	304.8X	20. Jahrhundert		20. Jahrhundert	20th century		20th century	{"goe":{"fi":" lsg='7 pnr 300'"},"kiel":["ska 578k","ska 579*","ska 580*","ska 581*","ska 584*","ska 836*","ska 837*","ska 839*"]}	304.85	["ska 578k","ska 579*","ska 580*","ska 581*","ska 584*","ska 836*","ska 837*","ska 839*"]	["ska 578k","ska 579*","ska 580*","ska 581*","ska 584*","ska 836*","ska 837*","ska 839*"]		["ska 578k","ska 579*","ska 580*","ska 581*","ska 584*","ska 836*","ska 837*","ska 839*"]	{"fi":" lsg='7 pnr 300'"}	{"fi":" lsg='7 pnr 300'"}		{"fi":" lsg='7 pnr 300'"}	{"fi":" lsg='7 pnr 300'"}
305.X	30X	Gesellschaftliche Gruppen		Gesellschaftliche Gruppen	Social groups		Social groups	{"goe":{"fi":" lsg='7 lee 130' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}}	305.-		["ska 180.800","ska 310.800","ska 180.600","ska 185.500","ska 185.700","ska 310.600","ska 314.700","ska 441.600","ska 446.500","ska 446.600","ska 446.700","ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 597.500","ska 597.600","ska 597.700","ska 597.800","ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 814.100","ska 814.200","ska 814.300","ska 597.500","ska 597.600","ska 597.700","ska 597.800","ska 441.800","ska 592.700","ska 825*","soz 534*","ska 441.800","ska 592*","ska 592*","ska 818*","ska 819*","soz 518*","ska 819*","ska 180.400","ska 180.420","ska 180.440","ska 180.480","ska 180.500","ska 310.400","ska 441.400","ska 586.100","ska 586.200","ska 586.600","ska 586.400","ska 586.100","ska 586.200","ska 586.600","ska 810*","ska 180.400","ska 180.520","ska 310.400","ska 441.400","ska 586.900","ska 589.600","ska 586.900","ska 589.600","ska 814.600"]		["ska 180.800","ska 310.800","ska 180.600","ska 185.500","ska 185.700","ska 310.600","ska 314.700","ska 441.600","ska 446.500","ska 446.600","ska 446.700","ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 597.500","ska 597.600","ska 597.700","ska 597.800","ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 814.100","ska 814.200","ska 814.300","ska 597.500","ska 597.600","ska 597.700","ska 597.800","ska 441.800","ska 592.700","ska 825*","soz 534*","ska 441.800","ska 592*","ska 592*","ska 818*","ska 819*","soz 518*","ska 819*","ska 180.400","ska 180.420","ska 180.440","ska 180.480","ska 180.500","ska 310.400","ska 441.400","ska 586.100","ska 586.200","ska 586.600","ska 586.400","ska 586.100","ska 586.200","ska 586.600","ska 810*","ska 180.400","ska 180.520","ska 310.400","ska 441.400","ska 586.900","ska 589.600","ska 586.900","ska 589.600","ska 814.600"]	{"fi":" lsg='7 lee 130' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 lee 130' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}		{"fi":" lsg='7 lee 130' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 lee 130' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}
305.1	305.X	Allgemeines		Allgemeines	General works		General works	{"goe":{"fi":" lsg='7 lee 130' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"},"kiel":["ska 180.800","ska 310.800"]}	305.1	["ska 180.800","ska 310.800"]	["ska 180.800","ska 310.800"]		["ska 180.800","ska 310.800"]	{"fi":" lsg='7 lee 130' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 lee 130' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}		{"fi":" lsg='7 lee 130' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 lee 130' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}
305.2X	305.X	Schichten, Klassen, Milieu		Schichten, Klassen, Milieu	Social classes, Milieu		Social classes, Milieu	{"goe":{"fi":" lsg='7 lem 72?-lem 75?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 leq 800'"}}	305.2-		["ska 180.600","ska 185.500","ska 185.700","ska 310.600","ska 314.700","ska 441.600","ska 446.500","ska 446.600","ska 446.700","ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 597.500","ska 597.600","ska 597.700","ska 597.800","ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 814.100","ska 814.200","ska 814.300","ska 597.500","ska 597.600","ska 597.700","ska 597.800"]		["ska 180.600","ska 185.500","ska 185.700","ska 310.600","ska 314.700","ska 441.600","ska 446.500","ska 446.600","ska 446.700","ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 597.500","ska 597.600","ska 597.700","ska 597.800","ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 814.100","ska 814.200","ska 814.300","ska 597.500","ska 597.600","ska 597.700","ska 597.800"]	{"fi":" lsg='7 lem 72?-lem 75?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 leq 800'"}	{"fi":" lsg='7 lem 72?-lem 75?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 leq 800'"}		{"fi":" lsg='7 lem 72?-lem 75?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 leq 800'"}	{"fi":" lsg='7 lem 72?-lem 75?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 leq 800'"}
305.21	305.2X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"goe":{"fi":" lsg='7 pnn 300'"},"kiel":["ska 180.600","ska 185.500","ska 185.700"]}	305.21	["ska 180.600","ska 185.500","ska 185.700"]	["ska 180.600","ska 185.500","ska 185.700"]		["ska 180.600","ska 185.500","ska 185.700"]	{"fi":" lsg='7 pnn 300'"}	{"fi":" lsg='7 pnn 300'"}		{"fi":" lsg='7 pnn 300'"}	{"fi":" lsg='7 pnn 300'"}
305.22	305.2X	Mittelalter		Mittelalter	Middle Ages		Middle Ages	{"goe":{"fi":" lsg='7 pno 300'"},"kiel":["ska 310.600","ska 314.700"]}	305.22	["ska 310.600","ska 314.700"]	["ska 310.600","ska 314.700"]		["ska 310.600","ska 314.700"]	{"fi":" lsg='7 pno 300'"}	{"fi":" lsg='7 pno 300'"}		{"fi":" lsg='7 pno 300'"}	{"fi":" lsg='7 pno 300'"}
305.23	305.2X	Frühe Neuzeit		Frühe Neuzeit	Modern history		Modern history	{"goe":{"fi":" lsg='7 pnp 300'"},"kiel":["ska 441.600","ska 446.500","ska 446.600","ska 446.700"]}	305.23	["ska 441.600","ska 446.500","ska 446.600","ska 446.700"]	["ska 441.600","ska 446.500","ska 446.600","ska 446.700"]		["ska 441.600","ska 446.500","ska 446.600","ska 446.700"]	{"fi":" lsg='7 pnp 300'"}	{"fi":" lsg='7 pnp 300'"}		{"fi":" lsg='7 pnp 300'"}	{"fi":" lsg='7 pnp 300'"}
305.24	305.2X	19. Jahrhundert		19. Jahrhundert	19th century		19th century	{"goe":{"fi":" lsg='7 pnq 300'"},"kiel":["ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 597.500","ska 597.600","ska 597.700","ska 597.800"]}	305.24	["ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 597.500","ska 597.600","ska 597.700","ska 597.800"]	["ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 597.500","ska 597.600","ska 597.700","ska 597.800"]		["ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 597.500","ska 597.600","ska 597.700","ska 597.800"]	{"fi":" lsg='7 pnq 300'"}	{"fi":" lsg='7 pnq 300'"}		{"fi":" lsg='7 pnq 300'"}	{"fi":" lsg='7 pnq 300'"}
305.25	305.2X	20. Jahrhundert		20. Jahrhundert	20th century		20th century	{"goe":{"fi":" lsg='7 pnr 300'"},"kiel":["ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 814.100","ska 814.200","ska 814.300","ska 597.500","ska 597.600","ska 597.700","ska 597.800"]}	305.25	["ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 814.100","ska 814.200","ska 814.300","ska 597.500","ska 597.600","ska 597.700","ska 597.800"]	["ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 814.100","ska 814.200","ska 814.300","ska 597.500","ska 597.600","ska 597.700","ska 597.800"]		["ska 589.100","ska 589.200","ska 589.400","ska 604*","ska 605*","ska 814.100","ska 814.200","ska 814.300","ska 597.500","ska 597.600","ska 597.700","ska 597.800"]	{"fi":" lsg='7 pnr 300'"}	{"fi":" lsg='7 pnr 300'"}		{"fi":" lsg='7 pnr 300'"}	{"fi":" lsg='7 pnr 300'"}
305.3	305.X	Altersgruppen		Altersgruppen	Age groups		Age groups	{"goe":{"fi":" lsg='7 lei 44?-lei 53?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 quc 100' or lsg='7 quc 5?' or lsg='7 quc 6? '"},"kiel":["ska 441.800","ska 592.700","ska 825*","soz 534*"]}	305.3	["ska 441.800","ska 592.700","ska 825*","soz 534*"]	["ska 441.800","ska 592.700","ska 825*","soz 534*"]		["ska 441.800","ska 592.700","ska 825*","soz 534*"]	{"fi":" lsg='7 lei 44?-lei 53?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 quc 100' or lsg='7 quc 5?' or lsg='7 quc 6? '"}	{"fi":" lsg='7 lei 44?-lei 53?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 quc 100' or lsg='7 quc 5?' or lsg='7 quc 6? '"}		{"fi":" lsg='7 lei 44?-lei 53?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 quc 100' or lsg='7 quc 5?' or lsg='7 quc 6? '"}	{"fi":" lsg='7 lei 44?-lei 53?' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 quc 100' or lsg='7 quc 5?' or lsg='7 quc 6? '"}
305.4X	305.X	Männer und Frauen, Geschlechterrolle		Männer und Frauen, Geschlechterrolle	Men and women, Sex role		Men and women, Sex role	{"goe":{"fi":" lsg='7 leg 28?-leg 37?' or lsg='7 gs 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 quc 1?-quc 4?'"}}	305.4-		["ska 441.800","ska 592*","ska 592*","ska 818*","ska 819*","soz 518*","ska 819*"]		["ska 441.800","ska 592*","ska 592*","ska 818*","ska 819*","soz 518*","ska 819*"]	{"fi":" lsg='7 leg 28?-leg 37?' or lsg='7 gs 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 quc 1?-quc 4?'"}	{"fi":" lsg='7 leg 28?-leg 37?' or lsg='7 gs 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 quc 1?-quc 4?'"}		{"fi":" lsg='7 leg 28?-leg 37?' or lsg='7 gs 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 quc 1?-quc 4?'"}	{"fi":" lsg='7 leg 28?-leg 37?' or lsg='7 gs 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300' or lsg='7 quc 1?-quc 4?'"}
305.41	305.4X	Zeitlich übergreifend		Zeitlich übergreifend	Temporally unspecific		Temporally unspecific	{"goe":{"fi":" lsg='7 leg 350' or lsg='7 gs 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}}	305.41			[]		{"fi":" lsg='7 leg 350' or lsg='7 gs 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 leg 350' or lsg='7 gs 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}		{"fi":" lsg='7 leg 350' or lsg='7 gs 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}	{"fi":" lsg='7 leg 350' or lsg='7 gs 000' or lsg='7 pnn 300' or lsg='7 pno 300' or lsg='7 pnp 300' or lsg='7 pnq 300' or lsg='7 pnr 300'"}
